血統登録番号,馬名,父正規名,母父正規名,母母父正規名,枝1_父ブロック_父父,枝2_父ブロック_母父,枝3_父ブロック_母母父,枝4_母父ブロック_父父,枝5_母父ブロック_母父,枝6_母父ブロック_母母父,枝7_母母父ブロック_父父,枝8_母母父ブロック_母父,枝9_母母父ブロック_母母父,現代馬9枝シグネチャ
2017101856,カフジジェミニ,ルーラーシップ,フジキセキ,パドスール,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017100609,スカイボルト,スクリーンヒーロー,シンボリクリスエス,ドクターデヴィアス,バ,地,地,極,極,バ,極,極,極,バ・地・地｜極・極・バ｜極・極・極
2017101523,スマイルガール,キズナ,メジロマックイーン,モガミ,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2017105645,レーヴドゥロワ,キングカメハメハ,アグネスタキオン,Highest Honor,極,地,地,極,極,地,極,極,極,極・地・地｜極・極・地｜極・極・極
2018106532,バスラットレオン,キズナ,New Approach,Cape Cross,地,バ,極,地,極,地,地,極,極,地・バ・極｜地・極・地｜地・極・極
2018104807,カイザーレヴァンテ,ノヴェリスト,アグネスタキオン,Sadler's Wells,極,地,地,極,極,地,地,極,極,極・地・地｜極・極・地｜地・極・極
2018104261,プラチナトレジャー,キングカメハメハ,クロフネ,サンデーサイレンス,極,地,地,地,極,極,極,極,極,極・地・地｜地・極・極｜極・極・極
2018105722,モリノカンナチャン,ハービンジャー,サンデーサイレンス,Sadler's Wells,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2018102570,ロードフェイロン,マクフィ,ディープインパクト,Storm Cat,地,バ,バ,極,極,地,地,極,極,地・バ・バ｜極・極・地｜地・極・極
2018104968,ミルウ,ハービンジャー,サンデーサイレンス,Garde Royale,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2018105266,ポルトヴェッキオ,ロードカナロア,クロフネ,トニービン,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2018101488,トーセンルチアーノ,パイロ,タニノギムレット,サンデーサイレンス,バ,極,極,極,地,極,極,極,極,バ・極・極｜極・地・極｜極・極・極
2018110092,デルマミロク,Uncle Mo,Empire Maker,Diesis,地,地,極,極,極,極,地,地,極,地・地・極｜極・極・極｜地・地・極
2018100219,ショウリノカンパイ,ディープブリランテ,プリサイスエンド,Arch,地,バ,極,地,地,地,極,極,バ,地・バ・極｜地・地・地｜極・極・バ
2018105541,レガーメダモーレ,キズナ,クロフネ,Kaldoun,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2018105329,コスモパラティーナ,ディスクリートキャット,Singspiel,Kris S.,地,バ,極,地,バ,極,極,極,極,地・バ・極｜地・バ・極｜極・極・極
2018104775,パルデンス,ディープブリランテ,ファルブラヴ,フジキセキ,地,バ,極,地,極,地,極,極,極,地・バ・極｜地・極・地｜極・極・極
2014105080,スズカゼ,ディープブリランテ,アフリート,スリルシヨー,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2015100731,コスモレリア,アイルハヴアナザー,アグネスタキオン,サツカーボーイ,地,バ,地,極,極,地,極,極,極,地・バ・地｜極・極・地｜極・極・極
2016104295,テンペスタージ,オルフェーヴル,Danehill,Averof,地,極,地,地,バ,地,地,極,極,地・極・地｜地・バ・地｜地・極・極
2016102273,モンブランテソーロ,ダノンバラード,Danehill Dancer,Lomond,地,バ,極,地,地,地,地,極,極,地・バ・極｜地・地・地｜地・極・極
2017103877,ノーブルルビー,キズナ,ブライアンズタイム,Seeking the Gold,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2016104717,マジストラル,ハービンジャー,フレンチデピュティ,サンデーサイレンス,地,地,地,バ,極,極,極,極,極,地・地・地｜バ・極・極｜極・極・極
2016105756,マイネルエキサイト,ブラックタイド,ティンバーカントリー,プルラリズム,極,極,地,極,極,地,地,極,極,極・極・地｜極・極・地｜地・極・極
2017101451,ウインローズブーケ,ロージズインメイ,ダンスインザダーク,Alwasmi,バ,極,極,極,極,極,地,極,極,バ・極・極｜極・極・極｜地・極・極
2016104436,エフティイーリス,ルーラーシップ,フジキセキ,ニホンピロウイナー,地,地,地,極,極,極,極,地,極,地・地・地｜極・極・極｜極・地・極
2016104544,レディグレイ,キンシャサノキセキ,トワイニング,El Gran Senor,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2017100521,ウィーンソナタ,エスケンデレヤ,クロフネ,Danzig,地,バ,極,地,極,極,地,極,地,地・バ・極｜地・極・極｜地・極・地
2016106313,ビオレイメル,ワイルドラッシュ,キングカメハメハ,Black Tie Affair,バ,地,極,極,地,地,極,極,地,バ・地・極｜極・地・地｜極・極・地
2017102808,オレンジペコ,マジェスティックウォリアー,キングカメハメハ,サンデーサイレンス,極,極,極,極,地,地,極,極,極,極・極・極｜極・地・地｜極・極・極
2016103595,デルマアンバリッド,ミリオンディスク,ネオユニヴァース,リアルシヤダイ,極,極,地,極,極,地,極,極,極,極・極・地｜極・極・地｜極・極・極
2016102097,メイショウカスガ,ゴールドアリュール,Pulpit,Pleasant Colony,極,極,地,極,極,極,極,地,極,極・極・地｜極・極・極｜極・地・極
2016100751,マジックブルーム,メイショウサムソン,アグネスタキオン,ブライアンズタイム,地,バ,極,極,極,地,極,極,地,地・バ・極｜極・極・地｜極・極・地
2017101727,タガノグリュック,タガノロックオン,タガノゲルニカ,エリシオ,地,地,バ,極,地,極,地,極,極,地・地・バ｜極・地・極｜地・極・極
2016100126,ダディーズトリップ,ドリームジャーニー,Danehill,Forty Niner,地,極,地,地,バ,地,極,極,極,地・極・地｜地・バ・地｜極・極・極
2017100098,フジノロケット,ジャングルポケット,ネオユニヴァース,ウォーニング,極,地,極,極,極,地,極,極,極,極・地・極｜極・極・地｜極・極・極
2017102037,シャチ,リアルインパクト,ブライアンズタイム,Teenoso,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2015104750,グロンフォール,ハーツクライ,Congaree,Old Trieste,極,極,地,極,地,極,極,極,極,極・極・地｜極・地・極｜極・極・極
2016102005,ヒラボクメルロー,モンテロッソ,ダンスインザダーク,ブライアンズタイム,地,バ,バ,極,極,極,極,極,地,地・バ・バ｜極・極・極｜極・極・地
2016100472,ザプリオレス,トゥザグローリー,マイネルラヴ,トウシヨウボーイ,地,地,地,極,極,極,極,地,極,地・地・地｜極・極・極｜極・地・極
2016102038,レッドアルマーダ,ロードカナロア,ゼンノロブロイ,Lahib,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017110165,エン,Tavistock,Northern Meteor,Zabeel,地,バ,極,地,バ,極,極,極,地,地・バ・極｜地・バ・極｜極・極・地
2016104524,ストームリッパー,ハービンジャー,ファルブラヴ,サンデーサイレンス,地,地,地,地,極,地,極,極,極,地・地・地｜地・極・地｜極・極・極
2016104240,クラサーヴィツァ,ハーツクライ,メジロライアン,モガミ,極,極,地,地,極,極,地,極,極,極・極・地｜地・極・極｜地・極・極
2014101392,キャスパリーグ,ディープインパクト,Storm Cat,Seattle Dancer,極,極,地,地,極,極,地,極,極,極・極・地｜地・極・極｜地・極・極
2016102735,イルヴェントデーア,エイシンフラッシュ,ボストンハーバー,Nashwan,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017101248,コスモアンジュ,トゥザワールド,クロフネ,ダンスインザダーク,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2015104131,ケワロス,ダイワメジャー,Lear Fan,Crafty Prospector,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2017105060,ロフティーピーク,ヘニーヒューズ,サンデーサイレンス,Lord Avie,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2016103462,ニシノドレッシー,リーチザクラウン,コロナドズクエスト,サンデーサイレンス,地,バ,地,極,極,極,極,極,極,地・バ・地｜極・極・極｜極・極・極
2016102768,セントセシリア,ハービンジャー,アグネスタキオン,Giant's Causeway,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2016105553,ブリングイットオン,キンシャサノキセキ,エンドスウィープ,Mtoto,地,極,極,極,極,極,極,極,極,地・極・極｜極・極・極｜極・極・極
2016105718,スズカユース,スズカコーズウェイ,フジキセキ,Gulch,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2016103138,ビックピクチャー,ディープインパクト,タイキシャトル,デインヒル,極,極,地,極,極,極,地,バ,地,極・極・地｜極・極・極｜地・バ・地
2016104198,アレス,ブラックタイド,オジジアン,ロイヤルスキー,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2015100061,シルヴェーヌ,スクリーンヒーロー,ブラックタイアフェアー,Lyphard,バ,地,地,極,極,地,地,極,バ,バ・地・地｜極・極・地｜地・極・バ
2016104605,フォレブルート,ロードカナロア,フジキセキ,フレンチデピュティ,地,地,地,極,極,極,バ,極,極,地・地・地｜極・極・極｜バ・極・極
2016102556,アノ,フレンチデピュティ,With Approval,Rubiano,バ,極,極,極,極,極,極,極,極,バ・極・極｜極・極・極｜極・極・極
2015100902,ソリストサンダー,トビーズコーナー,スペシャルウィーク,ブライアンズタイム,地,地,極,極,極,地,極,極,地,地・地・極｜極・極・地｜極・極・地
2016102303,パレニア,キングズベスト,スキャン,モガミ,極,地,地,極,極,極,地,極,極,極・地・地｜極・極・極｜地・極・極
2015105131,マイネルアンファン,アイルハヴアナザー,サンデーサイレンス,ブライアンズタイム,地,バ,地,極,極,極,極,極,地,地・バ・地｜極・極・極｜極・極・地
2014103486,タイキダイヤモンド,ヴァーミリアン,ファンタスティックライト,ジェイドロバリー,地,地,極,極,極,極,極,極,極,地・地・極｜極・極・極｜極・極・極
2015110015,アニエーゼ,Ghostzapper,Sunday Silence,Nureyev,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2013104137,シベリウス,サウスヴィグラス,Giant's Causeway,Cure the Blues,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2016101093,ダンツキャッスル,ルーラーシップ,スペシャルウィーク,Storm Cat,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2015103853,シネマソングス,ハーツクライ,Yonaguska,Tabasco Cat,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2014103607,マンカストラップ,プリサイスエンド,ストーミングホーム,グラスワンダー,地,地,地,極,極,極,極,バ,極,地・地・地｜極・極・極｜極・バ・極
